identifier,basis_of_record,other_identifier,MS_identifier,title,contributor,date,display_date,start_date,description,spatial,locality,location,decimalLatitude,decimalLongitude,repository,license,rights_holder,recordId,references,visibility,type,format
VTEC000004891,PreservedSpecimen,Occurrence ID: 97e2d76a-cde1-4930-a48f-e1f593db36bb,615242,"Libytheana carinenta ((Cramer, 1777))",Covell (recorded by),6/22/1960,6/22/1960,6/22/1960,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""","Prices Fork, Blacksburg",37.20985 || -80.490054,37.20985,-80.490054,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:97e2d76a-cde1-4930-a48f-e1f593db36bb,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392738,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004892,PreservedSpecimen,Occurrence ID: 35759102-9c31-43f3-823d-052c1e5f1928,615243,"Calephelis borealis ((Grote & Robinson, 1866))",A. H. Showalter (recorded by),7/8/1972,7/8/1972,7/8/1972,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",0,37.1667 || -80.3833,37.1667,-80.3833,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:35759102-9c31-43f3-823d-052c1e5f1928,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392740,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004893,PreservedSpecimen,Occurrence ID: 84133623-b4f4-491b-ad20-19c6f8b721ae,615244,"Poanes viator ((Edwards, 1865))",G. B. Straley (recorded by),12/21/1969,12/21/1969,12/21/1969,lifeStage: Adult||preparations: pinned specimen,"""Currituck, North Carolina, United States""",Knotts Is.,36.523273 || -75.941519,36.523273,-75.941519,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:84133623-b4f4-491b-ad20-19c6f8b721ae,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392742,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004894,PreservedSpecimen,Occurrence ID: 6d47a859-77a5-4726-b772-f84cd758149c,615245,"Anatrytone logan ((Edwards, 1863))",C. V. Covell (recorded by),3/24/1963,3/24/1963,3/24/1963,lifeStage: Adult||preparations: pinned specimen,"""Miami-Dade, Florida, United States""",Florida City,25.44789 || -80.479224,25.44789,-80.479224,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:6d47a859-77a5-4726-b772-f84cd758149c,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392743,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004895,PreservedSpecimen,Occurrence ID: daef760b-fa0b-47f2-b707-869f60bd831f,615246,"Amblyscirtes hegon ((Scudder, 1864))",A. H. Showalter (recorded by),4/20/1974,4/20/1974,4/20/1974,lifeStage: Adult||sex: Male||preparations: pinned specimen,"""Giles, Virginia, United States""",0,37.313659 || -80.699585,37.313659,-80.699585,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:daef760b-fa0b-47f2-b707-869f60bd831f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392746,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004896,PreservedSpecimen,Occurrence ID: f2b7f082-5310-4c7b-a5a1-80f60b858724,615247,"Leptophobia caesia tenuicornis (Butler & Druce, 1872)",M. Kosztarab (recorded by),2/19/1970,2/19/1970,2/19/1970,lifeStage: Adult||preparations: pinned specimen,"""Puntarenas, Costa Rica""","Las Cruces, near San Vito; 8.791289 -82.955711",8.784549 || -82.95851,8.784549,-82.95851,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:f2b7f082-5310-4c7b-a5a1-80f60b858724,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392755,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004897,PreservedSpecimen,Occurrence ID: 338e8424-3787-4bdf-8764-7abced2c6795,615248,"Archonias brassolis approximata ((Butler, 1873))",M. Kosztarab (recorded by),2/18/1970,2/18/1970,2/18/1970,lifeStage: Adult||preparations: pinned specimen,"""Puntarenas, Costa Rica""","Las Cruces, near San Vito",8.783909 || -82.959058,8.783909,-82.959058,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:338e8424-3787-4bdf-8764-7abced2c6795,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392760,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004898,PreservedSpecimen,Occurrence ID: 1b13bda0-1133-4e28-a1a9-d25c04334a7a,615249,"Colias eurytheme (Boisduval, 1852)",P. J. Sieburth (recorded by),8/20/1978,8/20/1978,8/20/1978,habitat: White clover||lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""","Linkous Elementary School, Blacksburg",37.236911 || -80.425015,37.236911,-80.425015,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:1b13bda0-1133-4e28-a1a9-d25c04334a7a,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392762,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004900,PreservedSpecimen,Occurrence ID: 2f517dbb-5ac6-435c-8e7e-96cd196858eb,615250,"Pontia protodice ((Boisduval & Le Conte, [1830]))",R. C. McDonald (recorded by),10/3/1988,10/3/1988,10/3/1988,habitat: Whitethorne||lifeStage: Adult||sex: Male||preparations: pinned specimen,"""Montgomery, Virginia, United States""",0,37.1667 || -80.3833,37.1667,-80.3833,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:2f517dbb-5ac6-435c-8e7e-96cd196858eb,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392764,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004901,PreservedSpecimen,Occurrence ID: 6bebcce7-2ade-4835-9156-e55302cfe28a,615251,"Vanessa atalanta ((Linnaeus, 1758))",,10/26/1938,10/26/1938,10/26/1938,lifeStage: Adult||preparations: pinned specimen,"""Robeson, North Carolina, United States""",Red Springs,34.815163 || -79.183091,34.815163,-79.183091,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:6bebcce7-2ade-4835-9156-e55302cfe28a,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392766,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004902,PreservedSpecimen,Occurrence ID: 352adb36-7bdf-4c18-8bf3-5330daeff37f,615252,Limenitis arthemis astyanax (Fabricius 1775),,,,,lifeStage: Adult||preparations: pinned specimen,,0,0 || 0,0,0,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:352adb36-7bdf-4c18-8bf3-5330daeff37f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392769,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004903,PreservedSpecimen,Occurrence ID: e211adb7-5b4d-40d7-84fb-95a5a211c71e,615253,"Asterocampa celtis ((Boisduval & Le Conte, [1835]))",Showalter (recorded by),9/9/1972,9/9/1972,9/9/1972,lifeStage: Adult||preparations: pinned specimen,"""Augusta, Virginia, United States""",0,38.160749 || -79.12854,38.160749,-79.12854,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:e211adb7-5b4d-40d7-84fb-95a5a211c71e,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392772,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004904,PreservedSpecimen,Occurrence ID: 40036eb1-9606-4873-9584-d10f26cf9141,615254,"Euptoieta claudia ((Cramer, 1775))",I Jakielski (recorded by),9/4/1976,9/4/1976,9/4/1976,lifeStage: Adult||preparations: pinned specimen,"""Edgecombe, North Carolina, United States""",Rocky Mount,35.979339 || -77.791907,35.979339,-77.791907,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:40036eb1-9606-4873-9584-d10f26cf9141,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392779,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004907,PreservedSpecimen,Occurrence ID: 2a49cf29-4800-4d8a-ba83-f03f78e6394f,615255,"Polygonia interrogationis ((Fabricius, 1798))",A. Beck (recorded by),7/20/1977,7/20/1977,7/20/1977,lifeStage: Adult||preparations: pinned specimen,"""Giles, Virginia, United States""",Cascade Park,37.319556 || -80.658125,37.319556,-80.658125,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:2a49cf29-4800-4d8a-ba83-f03f78e6394f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392803,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004909,PreservedSpecimen,Occurrence ID: 0dfea31d-df79-42c2-8cd7-24daef1214f0,615256,"Aglais milberti ((Godart, 1819))",C. V. Covell (recorded by),7/22/1955,7/22/1955,7/22/1955,lifeStage: Adult||preparations: pinned specimen,"""Merrimack, New Hampshire, United States""",New London,43.409724 || -71.989204,43.409724,-71.989204,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:0dfea31d-df79-42c2-8cd7-24daef1214f0,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392819,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004910,PreservedSpecimen,Occurrence ID: 5ea9fb51-9cb0-40b6-a8a9-8bc89268bdf3,615257,"Junonia coenia ((Hübner, 1822))",C. V. Covell (recorded by),6/17/1955,6/17/1955,6/17/1955,lifeStage: Adult||preparations: pinned specimen,"""Southern Pines, Moore, North Carolina, United States""",Southern Pines,35.181467 || -79.396963,35.181467,-79.396963,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:5ea9fb51-9cb0-40b6-a8a9-8bc89268bdf3,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392957,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004911,PreservedSpecimen,Occurrence ID: bbb8900d-322c-41af-b578-f85749112ba0,615258,"Speyeria cybele ((Fabricius, 1775))",C. V. Covell (recorded by),7/2/1961,7/2/1961,7/2/1961,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Pepper Station,37.163738 || -80.548668,37.163738,-80.548668,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:bbb8900d-322c-41af-b578-f85749112ba0,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392959,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004914,PreservedSpecimen,Occurrence ID: edd1d1fe-dec4-413d-95e0-a3c8eb9345af,615259,"Megisto cymela ((Cramer, 1777))",B. Kondratieff (recorded by),7/21/1975,7/21/1975,7/21/1975,lifeStage: Adult||preparations: pinned specimen,"""Dekalb, Tennessee, United States""",0,35.98051 || -85.835693,35.98051,-85.835693,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:edd1d1fe-dec4-413d-95e0-a3c8eb9345af,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392979,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004915,PreservedSpecimen,Occurrence ID: acb88028-629c-45f2-b6e2-c1bfd58ff3b3,615262,Cercyonis,B. Kondratieff (recorded by),8/6/1975,8/6/1975,8/6/1975,lifeStage: Adult||preparations: pinned specimen,"""Grundy, Tennessee, United States""",0,35.388789 || -85.723766,35.388789,-85.723766,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:acb88028-629c-45f2-b6e2-c1bfd58ff3b3,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49392997,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004916,PreservedSpecimen,Occurrence ID: dfe9f0b5-512e-4115-9869-406566e8781d,615264,"Euclea delphinii ((Boisduval, 1832))",C. A. Hopkins (recorded by),6/9/1977,6/9/1977,6/9/1977,lifeStage: Adult||preparations: pinned specimen,"""Nelson, Virginia, United States""",0,37.785723 || -78.889582,37.785723,-78.889582,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:dfe9f0b5-512e-4115-9869-406566e8781d,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393012,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004917,PreservedSpecimen,Occurrence ID: ea0ce92d-f24a-4218-877f-d90191b5e94c,615266,"Parasa chloris ((Herrich-Schäffer, 1854))",B. Kondratieff (recorded by),8/2/1975,8/2/1975,8/2/1975,lifeStage: Adult||preparations: pinned specimen,"""Dekalb, Tennessee, United States""",Tech Aqua Bio. Stn.,35.977897 || -85.830544,35.977897,-85.830544,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:ea0ce92d-f24a-4218-877f-d90191b5e94c,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393015,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004918,PreservedSpecimen,Occurrence ID: 45649ac8-9bc4-4980-9bed-e50c20ce10a3,615267,Megalopyge crispata ((Packard)),C. A. Hopkins (recorded by),5/30/1977,5/30/1977,5/30/1977,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",0,37.167794 || -80.39566,37.167794,-80.39566,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:45649ac8-9bc4-4980-9bed-e50c20ce10a3,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393051,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004920,PreservedSpecimen,Occurrence ID: d43cfc41-09ed-4ad0-980f-65b3ae281589,615268,Thyris sepulchralis (Guerin-Meneville 1832),L. M. Los (recorded by),5/24/1981,5/24/1981,5/24/1981,habitat: On vegetation||lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Near Pandapas Pond,37.281354 || -80.467988,37.281354,-80.467988,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:d43cfc41-09ed-4ad0-980f-65b3ae281589,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393067,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004921,PreservedSpecimen,Occurrence ID: f711765c-e60c-4752-84cf-ff4a36ff694e,615269,Desmia,M. Parrella (recorded by),4/20/1976,4/20/1976,4/20/1976,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""","Prices Fork, Q Lab",37.20985 || -80.490054,37.20985,-80.490054,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:f711765c-e60c-4752-84cf-ff4a36ff694e,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393098,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004922,PreservedSpecimen,Occurrence ID: e5edfee0-e051-468f-b433-c0fcb94d4bfb,615271,Diaphania nitidalis ((Stoll)),Fairservice (recorded by),6/5/1978,6/5/1978,6/5/1978,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Christiansburg,37.131221 || -80.397953,37.131221,-80.397953,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:e5edfee0-e051-468f-b433-c0fcb94d4bfb,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393177,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004923,PreservedSpecimen,Occurrence ID: b839dca3-b166-41a9-a806-fcf455457187,615272,Oreta rosea,A. F. Beck (recorded by),5/31/1978,5/31/1978,5/31/1978,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Blacksburg,37.229573 || -80.413939,37.229573,-80.413939,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:b839dca3-b166-41a9-a806-fcf455457187,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393200,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004924,PreservedSpecimen,Occurrence ID: 61bc53e6-ee9d-47d6-ba7a-f96ddf658160,615273,Mellilla xanthometata ((Walker)),C. V. Covell Jr. (recorded by),5/26/1977,5/26/1977,5/26/1977,lifeStage: Adult||preparations: pinned specimen,"""Oldham, Kentucky, United States""",Horner Bird Sanctuary,38.344708 || -85.528845,38.344708,-85.528845,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:61bc53e6-ee9d-47d6-ba7a-f96ddf658160,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393207,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004926,PreservedSpecimen,Occurrence ID: 307f68fb-4983-4bc0-8bb9-20362e7e0884,615274,Nemoria,P. A. Gati (recorded by),4/3/1967,4/3/1967,4/3/1967,lifeStage: Adult||preparations: pinned specimen,"""Suffolk, Virginia, United States""",Nansemond Co.,36.733483 || -76.612174,36.733483,-76.612174,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:307f68fb-4983-4bc0-8bb9-20362e7e0884,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393242,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004929,PreservedSpecimen,Occurrence ID: 0f15c5e0-32cf-4a97-bfed-d454c57b3126,615275,"Hermetia (Latreille, 1804)",B. Kondratieff (recorded by),8/17/1976,8/17/1976,8/17/1976,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",0,37.159039 || -80.401153,37.159039,-80.401153,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:0f15c5e0-32cf-4a97-bfed-d454c57b3126,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393264,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004932,PreservedSpecimen,Occurrence ID: 05eb2d46-47da-43ad-b6bc-ee8db5249c5e,615276,Automeris io ((Fabricius)),S. W. Bullington (recorded by),6/14/1975,6/14/1975,6/14/1975,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""","Rte 624, Brush Mt.",37.299008 || -80.340057,37.299008,-80.340057,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:05eb2d46-47da-43ad-b6bc-ee8db5249c5e,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49393292,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004833,PreservedSpecimen,Occurrence ID: 5553d128-e845-40ee-aeff-cdc32ddc5e44,621360,Scolia dubia (Say),G. B. Straley (recorded by),8/17/1970,8/17/1970,8/17/1970,lifeStage: Adult||preparations: pinned specimen,"""New Kent, Virginia, United States""",S. of Lanexa,37.408792 || -76.899657,37.408792,-76.899657,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:5553d128-e845-40ee-aeff-cdc32ddc5e44,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48853575,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004834,PreservedSpecimen,Occurrence ID: e8f1f5b8-9e72-4b72-90e7-480d2db19a2a,621361,Scolia dubia (Say),D. Rowe (recorded by),8/26/1978,8/26/1978,8/26/1978,habitat: Lawn||lifeStage: Adult||preparations: pinned specimen,"""Wyoming, West Virginia, United States""",Oceana,37.692327 || -81.632924,37.692327,-81.632924,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:e8f1f5b8-9e72-4b72-90e7-480d2db19a2a,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48858220,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004839,PreservedSpecimen,Occurrence ID: 08c5933b-e4b3-4865-9184-283f4ef6ab47,621362,"Chauliognathus pensylvanicus ((DeGeer, 1773)))",C. R. Parker (recorded by),8/23/1976,8/23/1976,8/23/1976,habitat: Field||lifeStage: Adult||preparations: pinned specimen,"""Carroll, Virginia, United States""","New River, Fries Bridge",36.713477 || -80.960924,36.713477,-80.960924,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:08c5933b-e4b3-4865-9184-283f4ef6ab47,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48858243,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004840,PreservedSpecimen,Occurrence ID: 87486c24-f865-4732-8405-3f37c7e0427f,621363,Enoclerus ichneumoneus,A. M. Woodside (recorded by),6/22/1945,6/22/1945,6/22/1945,habitat: on peach||lifeStage: Adult||preparations: pinned specimen,"""Albemarle, Virginia, United States""",Crozet,38.069582 || -78.700575,38.069582,-78.700575,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:87486c24-f865-4732-8405-3f37c7e0427f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48858265,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004846,PreservedSpecimen,Occurrence ID: 8aa43ef5-e346-4ec8-a376-8efb961896c9,621364,Meloe angusticollis,K. F. Lannon (recorded by),9/1/1975,9/1/1975,9/1/1975,habitat: Tall grass||lifeStage: Adult||preparations: pinned specimen,"""Allegany, Maryland, United States""","Midland, Dans Rock Road",39.587365 || -78.919132,39.587365,-78.919132,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:8aa43ef5-e346-4ec8-a376-8efb961896c9,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48858367,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004852,PreservedSpecimen,Occurrence ID: e0c23ff2-8c9e-4de3-822c-22805908f97f,621365,Brachysomida bivittata,Fairservice (recorded by),5/21/1979,5/21/1979,5/21/1979,habitat: on raspberry bush||lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Christiansburg,37.129852 || -80.397266,37.129852,-80.397266,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:e0c23ff2-8c9e-4de3-822c-22805908f97f,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48858426,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004855,PreservedSpecimen,Occurrence ID: 464fd468-6b48-4d72-91c2-7c43c250717a,621366,Typocerus velutinus,S. W. Bullington (recorded by),7/7/1975,7/7/1975,7/7/1975,habitat: On Viburnum flowers along shore||lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""",Pandapas Pond,37.281354 || -80.467988,37.281354,-80.467988,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:464fd468-6b48-4d72-91c2-7c43c250717a,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=48858464,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004863,PreservedSpecimen,Occurrence ID: d35d8673-ba33-4b00-a0f0-06527c85ee63,621367,Brachyleptura circumdata,Kondratieff (recorded by),4/28/1982,4/28/1982,4/28/1982,lifeStage: Adult||preparations: pinned specimen,"""Brunswick, Virginia, United States""",0,36.774204 || -77.86236,36.774204,-77.86236,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:d35d8673-ba33-4b00-a0f0-06527c85ee63,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391396,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004868,PreservedSpecimen,Occurrence ID: cf9ed330-7e78-4f55-b51f-b744ad995b5e,621368,Encyclops caerulea (Say),A. F. Beck (recorded by),6/7/1979,6/7/1979,6/7/1979,lifeStage: Adult||preparations: pinned specimen,"""Giles, Virginia, United States""",Mountain Lake,37.360367 || -80.534504,37.360367,-80.534504,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:cf9ed330-7e78-4f55-b51f-b744ad995b5e,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391452,TRUE,three dimensional object||still image,model/x3d || image/tiff
VTEC000004869,PreservedSpecimen,Occurrence ID: 77fa5b60-cd6d-4212-87b8-5728159a54ca,621369,Gaurotes cyanipennis (Say),P. K. Powell (recorded by),7/10/1977,7/10/1977,7/10/1977,lifeStage: Adult||preparations: pinned specimen,"""Montgomery, Virginia, United States""","Poverty Hollow, Rt. 708",37.251352 || -80.52949,37.251352,-80.52949,Virginia Polytechnic Institute and State University. Department of Entomology,http://creativecommons.org/publicdomain/zero/1.0/,Virginia Polytechnic Institute and State University. Department of Entomology,urn:uuid:77fa5b60-cd6d-4212-87b8-5728159a54ca,https://scan-bugs.org:443/portal/collections/individual/index.php?occid=49391463,TRUE,three dimensional object||still image,model/x3d || image/tiff
